timestamp,timestamps_ns,has_image,model,class,confidence,x_min,y_min,x_max,y_max,dataset
,1754713803493937275,True,yolo26n,car,0.822388768196106,2070.97998046875,872.1038818359375,2355.990478515625,993.6245727539062,W042_08-09-2025
,1754713803493937275,True,yolo26n,car,0.7891339659690857,519.7586059570312,870.9674072265625,1002.3138427734375,1090.1246337890625,W042_08-09-2025
,1754714102043785031,True,yolo26n,car,0.8432490825653076,293.6643981933594,894.2246704101562,669.939208984375,1056.9205322265625,W042_08-09-2025
,1754714102043785031,True,yolo26n,traffic light,0.25635066628456116,1579.8209228515625,534.1851806640625,1602.5255126953125,582.3965454101562,W042_08-09-2025
,1754714403452887020,True,yolo26n,car,0.9157811999320984,1860.2880859375,882.194580078125,2301.84619140625,1094.017333984375,W042_08-09-2025
,1754714403452887020,True,yolo26n,car,0.7743914127349854,1035.4761962890625,710.330810546875,1255.838623046875,814.6381225585938,W042_08-09-2025
,1754714702852722535,True,yolo26n,car,0.8006070852279663,0.0,1023.5310668945312,175.93829345703125,1264.1776123046875,W042_08-09-2025
,1754715002305555518,True,yolo26n,motorcycle,0.4888843297958374,179.03250122070312,867.8382568359375,324.09014892578125,957.5798950195312,W042_08-09-2025
,1754715302693023569,True,yolo26n,car,0.6983467936515808,19.2945556640625,838.7973022460938,290.61260986328125,976.0037841796875,W042_08-09-2025
,1754715302693023569,True,yolo26n,car,0.3801942765712738,967.9785766601562,603.3876342773438,1037.65771484375,650.09521484375,W042_08-09-2025
,1754715603455954633,True,yolo26n,car,0.6827821135520935,426.61358642578125,1376.763916015625,1931.175537109375,1919.4195556640625,W042_08-09-2025
,1754715902828688680,True,yolo26n,car,0.9192255735397339,496.8644714355469,893.0924072265625,925.4298706054688,1079.548583984375,W042_08-09-2025
,1754716501738718516,True,yolo26n,car,0.25826296210289,895.1878051757812,593.0160522460938,1056.47607421875,731.8517456054688,W042_08-09-2025
,1754716803238548818,True,yolo26n,car,0.612290620803833,79.11149597167969,1058.52392578125,552.1595458984375,1445.2952880859375,W042_08-09-2025
,1754716803238548818,True,yolo26n,car,0.5863624811172485,810.5182495117188,875.957275390625,1285.69384765625,1074.499267578125,W042_08-09-2025
,1754716803238548818,True,yolo26n,motorcycle,0.393548846244812,870.49853515625,743.423828125,1186.137451171875,896.6571655273438,W042_08-09-2025
,1754717103984288597,True,yolo26n,car,0.9012496471405029,380.8868408203125,1320.7464599609375,1304.449462890625,1919.8731689453125,W042_08-09-2025
,1754717103984288597,True,yolo26n,car,0.2597126364707947,0.08218955993652344,952.0752563476562,53.26344299316406,1188.1614990234375,W042_08-09-2025
,1754717402558776345,True,yolo26n,car,0.8777950406074524,595.0448608398438,908.89892578125,989.4705200195312,1065.222412109375,W042_08-09-2025
,1754717402558776345,True,yolo26n,car,0.755731999874115,671.9671630859375,803.5045776367188,1044.0906982421875,929.8353271484375,W042_08-09-2025
,1754717402558776345,True,yolo26n,car,0.5989625453948975,1011.10498046875,599.2354736328125,1083.617431640625,650.9701538085938,W042_08-09-2025
,1754717402558776345,True,yolo26n,car,0.4900510609149933,167.800537109375,1087.7757568359375,667.6561279296875,1432.603271484375,W042_08-09-2025
,1754717704110970170,True,yolo26n,car,0.8320979475975037,1960.0380859375,928.0726928710938,2331.8505859375,1103.449951171875,W042_08-09-2025
,1754718003247466058,True,yolo26n,car,0.8697190284729004,509.5604553222656,785.0872192382812,823.244140625,910.3057861328125,W042_08-09-2025
,1754718003247466058,True,yolo26n,car,0.8232901692390442,0.0,1141.734130859375,619.72119140625,1510.413818359375,W042_08-09-2025
,1754718603096323016,True,yolo26n,car,0.8981096148490906,647.0715942382812,1310.4400634765625,1653.9918212890625,1919.10888671875,W042_08-09-2025
,1754720403008076442,True,yolo26n,car,0.5926164984703064,951.1729125976562,706.2998046875,1158.8319091796875,799.5677490234375,W042_08-09-2025
,1754721602807383470,True,yolo26n,car,0.8381940722465515,0.8130722045898438,909.8468627929688,139.91915893554688,1046.36181640625,W042_08-09-2025
,1754721602807383470,True,yolo26n,car,0.4081059396266937,1104.60498046875,605.9716796875,1171.3985595703125,654.5953979492188,W042_08-09-2025
